Name,Actual Gross Profit for Venue,Created Time,Forecast GP for Venue,EA Backport with Pivot,Count (Breakdown),Count (Sales Opportunities),SAP ACT GP FYE26,Venue Tier [Private],Venue Tier (Opps),GP Act (per Ops) [Private],GPP Act (per Finance) [Private],_record_id,Venue Type,Address,KERB Status,Sales Opportunities,Breakdown,Venue Photo,Gross Profit (from Event Reports) (from Breakdown),Gross Profit (from Breakdown),Current Sales Manager,Previous Sales Manger(s),Business Development,Venue Commission Rate,Floorpan / Venue Docs,Access Information / Nearest Tube,Guest Access Points & Staff Access Points,Access Times,Loading Bay ,Goods Lift / Stairs Only,Set Up Type?,Inside / Outside,Cooking Restrictions,Onsite Kitchen?,Food BOH Details,Cloakroom,KERB Silver Bins,Waste Removal Info,Power,Water,Venue Bar?,Bar BOH Storage,Do we need lighting for the bar?,Glassware,VRN's Required?,Staff Names Required?,Venue Contact,Department(s),Capacity,Notes,Site Restrictions,Bars,Breakdown copy,Room Hire / Rates & Capacities,Contract,Invoicing,Staff changing rooms/toilets/smoking area,Will there be an on-site H&S audit conducted by venue?,Work Requests,Fire Exit,Loading Bay Photos,Floor Restrictions?,Bar Photos,Venue Sales Representative,Staffing % Target,COGs% Target,Supplier List ,Crew Food,Link To Drive
The Old Dairy,0.0,2025-04-15T14:51:57.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recqzGBHiJ5dgNZRH,Greenfield,"Hatherden Farm, Hatherden Ln, Hatherden, Andover SP11 0HT",NO,recyqcebHnMCk5Wfy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recKYL4UGGMgzayKD,,,,,,,,,,,,,,,,,,,,,
The Old Dairy - 110-122 CLIFTON STREER EC2A 4PS,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recE0uLMRJwC2QYP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Old Vic Theatre,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rechtJmrhc2mFdx1F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Pelligon,14731.169999999998,2025-03-26T17:09:01.000Z,10027.599999999999,recKSPZFg5LZHXuHV,1,14,15245.74,5 - Bronze,4 - Bronze,14731.169999999998,15245.74,recuYmbdirOZHJYMN,Event Space,"43 Bank Street, London E14 5NX",YES - KERB VENUE,"rectNLHgAdNTpude7, recoOHL8dVi3oS1Gt, recE875TwX2AEzkbF, rec2JLFftYHArg9i6, recJncQeCp6y9rywm, recOCWMqgDToHeb3x, rec4NeXgtkAYfyvqT, recs14Ipd973FWFjw, recBHK21owZJ7ku1Y, recUplZGjkqfxD1QY, recn8nSi8fi2wrN4H, rectHLarMZ6CdAAgp, recGPI8Qub36Io8wB, recqCyJuLgPrLA9KC",recDeOncuXrWp9krM,https://v5.airtableusercontent.com/v3/u/50/50/1770372000000/uf8tKzXGMkJh97295Thh2A/x8KVf9X_GB8MuQooJFiZKXqRCzSVTzSWGien6skp48-dZRuulwnz1twsmUBSthdgXC2Z95qIrqZTcxS5g8RHiiQZ4LEh2P7HC8JQQT9tJNB8zikVWVZupdXWyVcWvTNahtcUkj0ZfQC78D_VTcQQSFjnYinXK1to2f4eTXcnUwU/lMxy-pSB2TBP0q97izHKLnczJwZoYE_9evhi7sp_kTc,14731.169999999998,10027.599999999999,rec0Hy5Uj9Dsb6d3d,recBc7aKMdosBJ0it,,0.15,,,,,,,,,,,,,,,,,,,,,,,,recKYL4UGGMgzayKD,,,,,,,,,,,,,,,,,,,,,
"The Pelligon, Troxy",0.0,2025-03-27T13:10:59.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recQzxCJLwxbrC5hB,,,,recSDz5aNzO0RV9xZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Peninsula London,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recfj0k4y2v5o6CWv,,"1 Grosvenor Place, London, SW1X 7HJ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Postal Museum,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recYFReSCIbrx8fAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Regal Jordan Basketball Court,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recOJVSki78eXKU94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The River Building,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recdp8QoxLSA61nYm,,"The River Building, 1 Cousin Lane, London, EC4R 3TD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Royal Observatory ,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recK9Qf7J8JpVe2HD,Museum / Historical Building,"Blackheath Ave, London SE10 8XJ",NO - But on KERB'S RADAR,,,,,,recBc7aKMdosBJ0it,recpslvjcy81yhrb1,,0.1,,,,,,,,,,,,,,,,,,,,,,,recXKVqDM1a0WWku9,recKYL4UGGMgzayKD,120.0,,,,,,,,,,,,,,,,,,,,
The Smart Building,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recoDt3EYwjxBbvFK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"The Smart Building, 136 George St, London W1H 5LD",0.0,2025-03-27T13:10:59.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recRFF5k31C1oEXu5,,,,rec5fnKHU2vZlTmh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Smithfield Oasis,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recnN8teir3NwjvHw,,,NO,,,,,,,recBc7aKMdosBJ0it,,0.1,,,,,,,,,,,,,,,,,,,,,,,recrcIP29c0NEQB6L,,,,,,,,,,,,,,,,,,,,,,
The Stables / Unit X,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recgNQlQQU8z1Gavr,,,,,,,,,,,"recNkTT3UOHxAyjue, recoy347bYNSeLHnd",,,,,,,,,,,,,,,,,,,,,,,,reccwABlLRsuuvZtV,,,,,,,,,,,,,,,,,,,,,,
The Truman Brewery,25574.71,2025-03-26T17:09:01.000Z,24950.0,"recsqwm0e8Lk6ZZTG, recgWzcrK36VqVQKh",5,6,25418.96,5 - Bronze,4 - Bronze,25574.71,25418.96,recQGEwmdDoMRpdDe,Event Space,"Old Truman Brewery, 91 Brick Ln, London E1 6QR",NO - But on KERB'S RADAR,"recOUkxEqtbI9bZzs, rechW3yHwuluR2icX, recDxvnKCaIGJOtO4, recBw3X7P7sZ7jbZw, reca7nfigHKQspE69, recop017I1wJYMFP5","recPMx2418ygnmA6C, recCixQz1icYdjkL2, reczMYiOQaKRL3qnV, rec7BoM5thaUWsPF1, recOp6QXuuS821F1x",https://v5.airtableusercontent.com/v3/u/50/50/1770372000000/Cyl_lPa2D3rgqrjG9E8raQ/XvMm8QU4IdlzS4eKmBud9cKdfOpYw2YEUBb0q0Gs3KSi2xegC1ovqcOqwOfK0JXHZQ7HjHSgismJm9lg57rwD1ANbJxF5xwal2987XSr4n5s1lpDLdFpD2X434z2JeV5IdhDmVB49OjwCbmg-qvodFT-OsHyLRoCF9ae1aw9aH0/oAMcGF-9ayKhlKOZfxcUWurGHRz8EoxdzILNwcY72Vc,"19624.71, 5950, 0","7850, 4000, 0, 0, 13100",,"recdM8L4NAFMeLBC7, reckGhkkDHOgZPduM",,0.0,,,,,,,,,,,,,,,,,,,,,,,recq9jqj2KwmbrY2m,recKYL4UGGMgzayKD,,,,,,,,,,,,,,,,,,,,,
The Usk Valley,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recfiHu9qgIg6LHdk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Warehouse,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recRvO93V8P01u6wt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Weir Link,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recIe99VyQriS2aSv,,"33 Weir Road, London, SW12 0NU",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thirty Lighterman,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recQGsG6LLntRcSYh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thoresby Hall,0.0,2025-10-24T10:50:50.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recvqGxNAzuMgz3VX,,,,reccLLAwjyLrDQ4ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thornham,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec1lJ1QDvmbK9MnE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thorpe Park,13779.190000000002,2025-07-15T12:08:05.000Z,11000.0,reckLrNZsCZnicToR,1,0,13775.21,5 - Bronze,4 - Bronze,13779.190000000002,13775.21,recolPqpahYmhPJ3d,Other,,NO,,recWgct2yKiFYiQD8,https://v5.airtableusercontent.com/v3/u/50/50/1770372000000/Lg5nJa44PO9q1lHmOjZpnQ/aFtkX_sL_HuHTmZnNI21OsP0yL2NNATAKUqW1G-5tTmoB5c-cE0gc_lJR_ExQbp6HjsHxDioZvnpqClFmXWql9zrfSDzXxVhi4dCWEIhmz_na8T2RrupBeOIspuD1NhPKQ00eUmwmu-kl_TKf8OMUNfYhReqKZ8PoI9xXutzi7g/sDzN7l1qrKbd0NACYY1RwIadKtFST062ZHZxzjuPLVk,13779.190000000002,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tiddington cricket club,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recuVo7jvysdbBNeI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tik Tok, 5 Merchant Square, W2 1BQ",0.0,2025-04-01T14:49:13.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recxycK3iGWHU9eKH,,,,rec8hIc9Cupax4bbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TN32 5HH,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recHhNiJFVCyqLQiJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobacco Dock,10805.48,2025-03-26T17:09:01.000Z,0.0,"recYbfVfQTsD2rmRl, recrDEs5bxBgVS73p",4,8,11859.89,5 - Bronze,4 - Bronze,10805.48,11859.89,recSQ4Bqu0BtPxoqH,Event Space,"Tobacco Dock, Tobacco Quay, Wapping Lane, London, E1W 2SF",NO - But on KERB'S RADAR,"recUKf7QrtFhmplaJ, recg4HkEtAWUsVmRJ, rectkQFU0gwsLE43Q, recmZe7UgF5rRNGOq, recPniXe0JZDsIWfq, rec22o8aRhIgAFze8, recknhiq1wl9Z5eYJ, recGXtNorIWgMxfsO","recjOzDSGZtUdKpV8, recSig6JupUj2X7eg, recmEaY5ypcqntGEl, rec7ddOoSFxPunU4o",https://v5.airtableusercontent.com/v3/u/50/50/1770372000000/MvAipBnJtYahCPHbldROFA/Pn41I4Ved-JRuVh47ZvAsDIYOssyQ28n2a4ePZN5K7y9c5r9xpM_vZu8HxICP7Qsnz-sre0Y1xoKUB8q2ESTPtm9EGb6PZcEGWRkEqk49FAVHr5R0M00v4MkDOJT742NtvKs8PCrTfmMbPPN5ESNUGtuB9LfksGuUL6HtUaTfuk/QuhCZ5F-WKUbu8kh6AzUSqoRcdXMDqdgVtVJjXeVwR0,"6595, 4210.48, 0","0, 0, 0, 0",,reckGhkkDHOgZPduM,,0.15,,,,,,,,,,,,,,,,,,,,,,,"recMEkOEGHIjAHr2Y, recBWeYpucg8ZqgMv",recKYL4UGGMgzayKD,,,,,,,,,,,,,,,,,,,,,
tott,0.0,2025-09-03T14:48:47.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec9nEsgurCCSDTqX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tottenham Court Road Office,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec0xMhR5RUqRUlES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tottenham Hotspur Stadium,202530.68999999994,2025-03-26T17:09:01.000Z,153691.0,"recjeWyKlKcvXvXPW, recKyVh7HDAX66934, recPE7kYgM2njlcFd, rec9FhKmiHkxCVm3h, recrOWDqxKFibUeD7, rec1QqAT1ZZn9GirQ, recWdNaKFhS0DgTay, rec5Rd7BVmy0nZUv4, recjJfF4zAzWq5GRq, recUgxAXJeUbyLy4A, recT0cDnv4g22qbEl, recefz6kqLFWcVBAC, recAnOkvP0wgfmgzh, recBq4zKNmGhCNoNx, recCdZYC51zWNhBQb, recIoKOu4Ry4sUtSo, recppiqsk63RmjZHy, recsqNSvDeOQaTb2z, recM0AG2oT6VFBTbx, recE8u17uqdL6gUd9, recTzgVNS6STnFseA, rec1hX1xgSWnr208K, rec4a4ed1McePLJ9b, recd2tud1llnh7COl, recsfndCApBD2fsHp, recn2nUDJd1HMQ4nx, recpHF5aptLBhaceK, rec76KRZ07nbzzp1M, rec99hpzCmnTEUG1y, rec2JeKiGq5hGWkqF, recrQlrIZ6j7JnJYx, recos2P9Qo6dcpKpq, recOzmgasrmwG10YB, recWyZ75TZOukZN5k, recB8fLqyq3gZvV5b, recbvgfKyuSiCGqGY, recdiyUYTB8khVDAo, recLsywPDdGmLDj9b, recR3ctsGzCWvCCQe",64,6,174234.59000000005,6 - Unranked,1 - Platinum,0.0,0.0,reck5kLaZgqDYTvLX,Stadium,"782 High Rd, London N17 0BX",PARTNERSHIPS,"reclbJ5bDtFktEkHM, rec098VlUKuYe1cYB, recjbhq1wkHZFwu7p, rec9FXKgGobFntLht, recSggpvzGM73MBch, recCZdb1Gci5KRgsz","recB3A7AIXHquzDcW, rec3ldl0wCaGizEY9, recPGDy7gm0j0RsAm, recJy8cCoH6vIKNzP, recrScjhFSODxcdtz, recfhuiHKhkZ9ZzDq, recFx4LgDbYwAZN6Z, rec5GoYUU0pqAdZMQ, recK4QCnYQCfeZhz7, recsvJ9L8qHwiFLAg, recLbmI5q9v7HWGgP, recswJS1K1BIiZtn2, rec4lxQQKIEjKAa00, recjw7dlAontW0Lbs, recpVUCAGSPZelsVU, rec8dFOYOp2J2CIYv, recBX792ctndRtREm, recjjKqwKY8xkdjyn, recPO2Q167emGm5zx, reccktHRmFc8zhGQW, rec6wMnQyKjMQe7ly, reccgSRvxaIrGXJff, recfmLXKQy76fW6J2, reczUiSkBa4ABsgLG, recaxko35kzguN8JT, recIr47B8MVwONDgr, recXWyGMXnTAl2aGl, recijuX4HVZe19sy9, recOcM6cEEvrBMOgf, recY5x355lxkDtYgk, recdiTzvwgeGbojtK, recXvFx9N4yG6eNZf, recIe34eF1bWlFwcJ, recZUCc0Mvw3caSFz, rece5OKsMppixDl09, recjFJGICcj7LrvB3, recbGWfOMu9XeArhA, recvL3tTcU7coaUGz, recgx6X1v1BTK3MoH, recTBcCK4Jg68OyJr, recW4g7OWgOWPFn6Q, recxuDOsY8II4cqOv, recNloqHIvGNdIipv, recSqSzrPPcqnqWRg, reczUAbMp96jAJbuU, recHG7jR7CTyDeMtV, recfYr3yjD1gS27Gm, rechrTPFVVPzMOdkL, recYxsnXtImYBpIC1, recivKYTMM8EfHSQK, recQlXesinvFJ3BAA, recjHNUpIfqB2HmQu, recrtKxxaTyzni3EH, recAaNKR9y0mhemZL, recpL5NomBsYruf8Z, recZSepHQUxIY3ssq, recwv7szjGyMfyKyE, rectrsHeY8aZpqDFK, rec1vfkbjIIJk8zwu, recuUgsgHssAgTIa5, recFyoOM7rn9ZPmEI, recuBKDiI6oLKca4u, recTglbWK8ZXktLoM, recwUMlkkN2rPE2f5",https://v5.airtableusercontent.com/v3/u/50/50/1770372000000/s1NB4QxEKp_V74hHqk282Q/WGn9heDnwXj6CO3KHfZpLY2n3473chWAncJThMWt_o1I9F6vBuS30iBion2KNETVysfl5KNYMI4U8AO1z0LdJUgbAndcMj9aTyPY9H9AeTTz1d5ttGcd7XcTz520pul6p7N82NY8HzpOh1fPCAukDUdyLFUVg0E_T3L9LG6-oCuOMmZjOg8_D6F9QqMk9U-tr9Bq2t995X-XqnhR3BkKcA/Wc0bkOsB-xrNalZO6-Gy0fpAxymUzgTZT2Io0IvGk_I,"4793.833333333332, 4009.2266666666674, 2748.0300000000016, 7653.799999999999, 4139.0199999999995, 7232.759999999998, 6357.84, 6668.239999999998, 5221.120000000003, 7909.52, 4023.290000000001, 7790.949999999995, 3022.029999999999, 6128.129999999999, 6298.619999999999, 6286.029999999999, 8395.849999999999, 2515.9700000000003, -616.7299999999996, 1940.880000000001, 14868.3, 5787.759999999998, 6688.729999999998, 4705.439999999995, 5185.299999999999, 2213.51, 8926.879999999996, 6347.93, 415.27999999999975, 3833.1799999999985, 1973.1499999999996, 5568.719999999999, 1163.7600000000002, 1762.04, 2031.3799999999992, 1487.67, 3021.7, 5691.539999999997, 1125.15, 2342.709999999998, 1800.92, 261.01999999999975, 2663.319999999999, 1692.1999999999998, 4713.67, 3741.02","4873, 734, 0, 0, 4000, 0, 3000, 0, 4000, 0, 4000, 0, 4000, 0, 4000, 0, 0, 0, 2200, 0, 1500, 5082, 5763, 4000, 4000, 4000, 4000, 4000, 4000, 4000, 9388, 4000, 4000, 5763, 2778, 0, 305, 305, 5763, 5763, 305, 1700, 1700, 5763, 5003, 5003, 2700, 2700, 0, 2700, 2700, 2700, 2700, 1700, 2700, 1700, 2700, 0, 0, 0, 0, 0, 0, 0",recqOGagjkYRLo8I2,recohkDskykATg9h3,,,,,,,,,,,,,,,,,,,,,,,,,,rec5NKRMTanCjpoNf,62850.0,,,"rec5qyU4ArZIYSJiT, recuVK5cuaJYIqqld, recR8jFYYgw6AeTU5, recNjwP2Krlv9Slzf","recRsV9fIsizfjnFJ, recTHmMPh8HXvMMAq",,,,,,,,,,,,0.3,0.24,,,
Totteridge tennis club,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recK3Fki2rg2K6ca6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower Hamlets Town Hall,12072.01,2025-04-24T13:29:53.000Z,8583.0,recYwKg0AvY4wnGTj,1,1,11514.29,5 - Bronze,4 - Bronze,12072.01,11514.29,recGYIHDFIec44dcp,,,,recimf2hIsblKibUq,recrcQU7PYS9kyK9A,https://v5.airtableusercontent.com/v3/u/50/50/1770372000000/yBgwesZImL33OLpOyEgOHg/etJiZICS0T65qDEjaY9Fg896gIgewdYvEmidGid7nOzP47KPG6PvR4x4SqnGrbeyGQH6sv7JxIpxkjmt3Yx2jjxbfK_iBes3E9ohkuXRwhVgJs-R54xigD638MYVZam0qtiqmRInbgZyYTMPG81a-2MdA5jYvC2yS_xN-wer-hs/vZx90kS14NHxqcI1YtdsuO6M0DMCapO5BDtBIZYL2kQ,12072.01,8583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tower of London,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recJoJxmkcvbwuEL7,,,,,,,,,,,recXeWcFq2zwNQWTp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trafalgar Square,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recPj0CCRAkc8NGWd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treatment Limited,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recqGNPDrTgERKJTx,,"7 Vine Yard, London, SE1 1QL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity Buoy Wharf,0.0,2025-03-26T17:09:01.000Z,0.0,,0,1,0.0,6 - Unranked,Unranked,0.0,0.0,recTQOFuNcz9R8BLE,,,NO - But on KERB'S RADAR,rec8KZo9h0wbQL2C6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Troxy,8198.35,2025-03-26T17:09:01.000Z,7285.0,"recN25S3h7K59jY1n, reciDkxJfC22BxZro",2,10,-7753.52,6 - Unranked,4 - Bronze,8198.35,-7753.52,rec0kdysIpVdKa5Yl,Event Space,"Troxy, 490 Commercial Rd, London E1 0HX
",YES - KERB VENUE,"recCrcR3d4TaGkdZB, recPOGf53baXWJZe9, recTV8TnQIEhjrH5T, rec4W2aIqOyECgKTS, recakLRfZiTLQz54l, rec2AAza5L3Yg9YeX, rec6o0STAPQVPB2nz, recJBeGxMbffitBWA, recnIVCaqwPb8odzU, recvss5SYszueZKTJ","rec70wIMMSQOtS3Lv, rece2hM1EoUhXgRB2",https://v5.airtableusercontent.com/v3/u/50/50/1770372000000/FKfPSwoDmMvkdwdRzy8laQ/-eVm5nydn04ENzioGNRnNATdBYdcEJfvZ0mBeSI6qYFdLoG3Qq_5rp6sHdHDux6pqqLWEitoJP8e1bKyq9cxtrQYggOueYNEkkxVNj871vqsUVbc9x2knYOwUY3LIiRxIH2bT-T9iyNdxzU-86qpfm842JTNdzRRGZ1i9_FP1QE/qtVsgEQT9Or1MZyYhlhsuUSKG_gZWmBnlTy1XNnO4WU,"2780.2700000000004, 5418.08","2200, 5085",rec0Hy5Uj9Dsb6d3d,"rec0Hy5Uj9Dsb6d3d, recdM8L4NAFMeLBC7","recRODgphwAnnpgt8, recHVspWh8R8fbvCi",0.1,"https://v5.airtableusercontent.com/v3/u/50/50/1770372000000/noJ8b9EARtHNLMOyy6gOFg/ljUCx499H3je4qjYVqmlfvJnbkOqkm9CcR5Q-rekeiD4KazRWzp_2xMws4DHUmBKs4wYyN0L4xYF1enrYdxcJVorO5N7ruMlOg1694fBNCQ2mDoYzgfl5GHZtXApdwJvQccVsW3N4EpHcTfImYNzCoLI846Am2rY1ah45pegpj5wlmfqAaDU5Fzyzx8lAC-G/4B8BMKoHJ4vejQxxJE3MtxD7VjK8hc-jusZihH7zQjM, https://v5.airtableusercontent.com/v3/u/50/50/1770372000000/7kvhgOPJ3MfwQ_SVlRr2YQ/RPkRjxvw6rujsS_ofJYvlXo81Be-URS002C5NAj8mlnA9AqneDdtU-HlonMVCDagNWB2OT-qpwoL7-G1HgtoG6hOU3Cp5Jm6fmoX8CRNvHRxtWuAE4ZlA_TMKvTAF2xNklPDuB1bElwcWTmzBkRhS2Ibb9VNWWsNs-AzkgKaFWh70QS4XmBg_pL3cxWsLus3/euOm1GE1lzTK2H1TFnZs7d9DTj4aClBNYU2OZE99bzA","Limehouse (5 mins walk) 

Shadwell (15 min walk) ","Staff access through stage door, on Caroline Street, where they will get their accreditation

Guests through main entrance ","Dependant on what client has booked, check with venue for each event","Loading on Caroline Street. Traders need to collect accreditation first from stage door. Then can load in through stage door if on lower ground or through side door on the same street to access upper ground.

No loading bay but can park on Caroline street to load in/out.

Note: if loading into upper ground talk to venue to get it unlocked and there will need to be a member of security or KERB staff to man the door at all times",No lift but ramps provided by venue for any stairs,Gazebo Only,Inside Only,Hot hold only inside,BoH space (the marquee) out back for live cooking - needs to be organised with venue in advance. (Electric only),BoH space is only for cooking - traders should not rely on this for storage and should be able to store all equipment within their gazebo ,Venue to manage ,,Venue to remove - silver bins may be useful on larger events but venue does have cleaners on site,"Give power requests early, Troxy distributes. 

Power charge: £995 on every job
","Access to water in marquee - check with venue as they sometimes don't like us using if they thing there will be oil etc in the water.

Sink is temperamental, make sure traders are aware that they need to stop using it if it starts leaking",Venue manages bar,,,,No,Yes,"recMPEh9lFuGALcdn, recHv9e2TDanF03ac, recwxihZAcYivdS0q",recKYL4UGGMgzayKD,,power charge: £995 on every job,,,,,,,"Kitchen space can be used as BOH for staff or the basement. Please speak to the venue to confirm beforehand. 

Smoking on Caroline street via stage door",,,"Assembly point is Pitsea Place - residential car park.  
",,,,,,,,,
TW9 2RD,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec7rHT5DGwBHlDSZ,,TW9 2RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW13 7EW,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,rec6yN2spPtiMScJe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TW17 0QD,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recV1FMUbpNIvpAHQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twickenham,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recn631LJFVrG7Q3k,,,PARTNERSHIPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twist Museum,0.0,2025-03-26T17:09:01.000Z,0.0,,0,2,0.0,6 - Unranked,Unranked,0.0,0.0,recTrHNWPuycky3Re,,"248 Oxford St, London W1C 1DH",NO,"recD2Mf2GW9I2ecJt, recAmuTo1OcJSNk0W",,,,,,reckGhkkDHOgZPduM,,,,,,,,,,,,,,,,,,,,,,,,,recO5qfFkCryhPPIS,,,,,,,,,,,,,,,,,,,,,,
Two separate spaces. We would like to have 2 events in the reception area of 2 different agencies.,0.0,2025-03-26T17:09:01.000Z,0.0,,0,0,0.0,6 - Unranked,Unranked,0.0,0.0,recH2rw6mvWXADGvP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
